Data Taken from https://www.kaggle.com/datasets/threnjen/board-games-database-from-boardgamegeek?resource=download&select=games.csv,,,
About Board Game Categories and Rankings,,,
Modified/Transformed/Cleaned by Sarah Cannon,,,
For CSCI 36,Fall 2024, Claremont McKenna College,
13493,Bell-Bottomed Badassses on the Mean Streets of Funk,5.96451,Other
13495,High Finance,5.76875,Other
13498,Epic of the Peloponnesian War,6.17644,War
13503,Dicke Dämonen,6.66453,Abstract
13507,WINK,6.62309,Party
13508,Boggle Jr.,4.43929,Childrens
13511,Ninja Versus Ninja,6.04549,Family
13512,Imagem & Ação 2,6.71029,Other
13513,Skåål,5.52378,Other
13520,La Bataille d'Albuera: Espagnol,7.32708,War
13530,Sole Mio!,6.23428,Family
13532,Guderian's Blitzkrieg II,8.15747,War
13547,Brain Warp,6.27879,Other
13551,Oltre Mare,6.64209,Strategy
13553,Warzone: Universe Under Siege,7.55435,War
13576,Math Dice,5.42081,Other
13584,Clan War,6.58289,Other
13593,Drive on Damascus,6.61667,War
13614,Chancellorsville,5.81667,War
13623,Who's in the Bag,5.86255,Other
13642,Louis XIV,7.06321,Strategy
13645,O'Connor's Offensive,6.72,War
13647,Warlord,7.08077,Other
13648,Ligretto 2,5.48789,Other
13667,WarGods of Ægyptus,7.24524,Other
13672,Chutes and Ladders VCR,3.67007,Childrens
13676,The Perfect 10,5.9584,Other
13682,Travel Clue,5.27208,Other
13703,The Game of Life: Pirates of the Caribbean,5.00256,Other
13709,Clash of Giants II: 1st Ypres & Galicia 1914,7.17076,War
13713,Solitaire,4.40165,Abstract
13714,Qubic,5.37279,Abstract
13715,Surakarta,6.00625,Abstract
13716,Hasami Shogi,5.61667,Abstract
13728,Naval Battles,5.93803,War
13729,Flandern 1302,5.91769,Strategy
13742,Void 1.1,6.8625,War
13745,Puluc,6.25263,Abstract
13751,Under the Shadow of the Dragon,6.51496,Thematic
13767,Scene It? 007,5.73803,Other
13771,Hellfire Pass,6.44375,War
13779,Suleiman the Magnificent,6.77606,War
13780,In the Shadow of the Emperor,6.87409,Strategy
13782,Trivial Pursuit: SNL DVD Edition,4.5411,Other
13786,Monogamy,5.70308,Other
13792,Tyrannosaurus Rex,4.28,Other
13800,"Cambrai, 1917: The First Blitzkrieg",7.16389,War
13805,The Lord of the Rings: The Return of the King,3.69504,Other
13817,Monopoly: 1935 Commemorative Edition,5.30326,Other
13818,Jurassic Jumble,6.22083,Other
13827,UFOs! Fritten aus dem All,5.28667,Other
13829,Garten-Zwerge e.V.,5.73333,Other
13830,Metallurgie,5.7004,Abstract
13832,Vulkan!,6.15,Abstract
13837,Kirovograd,6.88571,War
13855,Carthage: The First Punic War,7.40399,War
13863,Junta,5.89118,Abstract
13879,Scene it? Jr.,5.2195,Other
13881,"Marengo: Napoleon in Italy, 14 June 1800",6.45,War
13883,Jenseits von Theben,7.12221,Strategy
13884,The Scepter of Zavandor,6.9725,Strategy
13885,The Guns of Cedar Creek,7.01613,War
13886,The Princess and the Pea,5.37301,Childrens
13912,"The Sedan Campaign, 1870",5.90327,War
13915,"Bastogne: The Desperate Defense, December 1944",6.28092,War
13916,Mr & Mrs,5.15592,Other
13917,"Hurtgen Forest: Approach to the Roer, November 1944",5.50714,War
13918,"Remagen: Bridgehead on the Rhine, March 1945",4.7907,War
13919,"Shiloh: The Battle for Tennessee, 6-7 April, 1862",6.50545,War
13920,"Chickamauga: The Last Victory, 20 September 1863",6.86162,War
13921,"Cemetery Hill: The Battle of Gettysburg, 1-3 July, 1863",5.67969,War
13924,1829 Mainline,6.77257,Strategy
13926,Froschkönig,6.37306,Other
13928,Chinagold,5.85526,Abstract
13933,Im Auftrag des Königs,6.12123,Other
13935,7 Deadly Sins,4.78205,Other
13936,Dark Age,7.575,War
13944,Escape The Mad Mummy,4.59792,Other
13951,Guess Where?,5.13736,Childrens
13960,Pirates & Plunder,6.72927,Other
13972,Party & Co,5.53448,Party
13976,Feudo,6.08769,War
13978,"War in the East: The Russo-German Conflict, 1941-45",6.90096,War
13979,The Big Push: The Battle of the Somme,6.44545,War
13980,"Into a Bear Trap: The Battle for Grozny, January 1995",6.55127,War
13981,World in War: Combined Arms 1939-1945,6.5507,War
13982,Sorry!: Pokémon,5.2119,Other
13989,Mad About Movies!,4.64286,Other
13994,Alsace 1944,6.94167,War
13995,La Bataille d'Espagnol: Talavera,7.11951,War
14000,Dog-opoly,4.40438,Other
14001,Speed,5.44844,Other
14007,"The Siege of Alesia: Gaul, 52 B.C.",7.07667,War
14010,Nonsense Classic,6.06918,Other
14012,Boing!,6.41346,Childrens
14013,In Extremis,6.44848,Other
14021,Geister & Gespenster,5.62895,Other
14024,Piracy,6.02544,War
14032,Finders keepers!,5.50982,Childrens
14034,Autobridge,5.35922,Other
14035,Piranha Pedro,6.25474,Family
14036,Jok-R-ummy,6.01218,Family
14038,Anachronism,6.04814,CGS
14039,Flix Mix,6.29695,Other
14040,¡New Amici!,5.40625,Other
14042,Team Work Original,6.12083,Other
14054,Akaba,6.35401,Childrens
14076,The Ladybug Game,4.58917,Childrens
14077,Nin-Gonost,6.90323,Other
14080,The Mighty Endeavor,7.41176,War
14082,Haslach 1805 / Elchingen 1805,7.64103,War
14083,Fire in the Sky: The Great Pacific War 1941-1945,7.49999,War
14088,Starfight,7.01875,War
14102,Toss Up!,5.60462,Family
14105,Commands & Colors: Ancients,7.7747,War
14116,Bad Hollywood,5.24839,Other
14117,Soldier Raj,6.13333,War
14119,Der Prestel Schlossgarten,5.66494,Other
14128,Jupiter,6.18372,Abstract
14130,Sharur: Evolutions,4.58871,Other
14131,Casanova,4.67391,Other
14132,Project Pornstar,5.36029,Other
14133,Druids,4.74474,Other
14134,My Dwarves Fly,5.47684,Other
14137,Party Animals,5.81522,Other
14142,Das Prestel Nasenspiel,6.03333,Abstract
14146,Blow Football,3.81618,Other
14151,Quickword: The Ultimate Word Game,6.10714,Other
14163,Foto-Electric Football,5.88442,Other
14174,Monopoly: Chicago,5.48438,Other
14186,Bao,6.6918,Abstract
14188,Bughouse Chess,7.38556,Abstract
14191,¥€$ (YES),4.65525,Other
14196,Ocean Trader,6.48485,Other
14233,Caramba!,5.58542,Other
14236,Stretch Run,5.73541,Other
14253,Desperados,5.75636,Other
14258,Blood Feud in New York,6.10074,Thematic
14275,Black Molly,4.49189,Other
14299,Tunisie 1943,6.85526,War
14314,Deus Vult!,5.21071,Abstract
14342,Scene It? TV,5.44091,Other
14343,Zeepkistenrace,5.60968,Other
14347,UNO: Disney Princess,5.10606,Other
14354,2ème D.B. 'I' Normandie,5.74242,War
14355,Lonato,6.77155,War
14360,Trivial Pursuit: Star Wars – Episode I,4.83947,Other
14361,Trivial Pursuit: Disney – The Animated Picture Edition,5.29479,Other
14374,Monster Match,5.0726,Childrens
14377,Windschatten,6.07186,Other
14383,Wonders of the World,4.28425,Other
14387,Duel for Kharkov,7.10667,War
14403,"Warhammer 40,000: Battle for Macragge",6.63558,War
14410,"Oh No, There Goes Tokyo!",6.65632,Other
14422,Pride and Prejudice: The Game,4.8,Other
14423,Husker Du?,5.39563,Childrens
14424,Emperor's First Battles,5.73646,War
14441,Kinder Bunnies: Their First Adventure,5.86935,Childrens
14451,Nomic,7.06625,Strategy
14452,Marengo,6.89094,War
14459,Monopoly: New Zealand,4.42059,Other
14468,Blood & Iron: Bismarck's Wars for Empire,6.4,War
14471,The Terminator: CCG,6.1413,CGS
14474,The Final Frontier,6.365,War
14511,SharkPark,4.93079,Other
14514,Metric Mile,7.37143,Other
14523,Sergeants: On the Eastern Front,6.1539,War
14525,Outburst Remix!,6.5,Other
14535,SPANC: Space Pirate Amazon Ninja Catgirls,5.35588,Thematic
14538,Fei Xing Qi,4.50918,Other
14539,Drakskatten,4.47778,Other
14553,Times,6.55556,Other
14559,Malvern Hill,7.47887,War
14567,Pro Foto-Football,5.61053,Other
14585,Scene It? Turner Classic Movies,5.90395,Other
14590,War of the Rebellion,6.51961,Other
14591,Bushi,5.56098,Abstract
14617,Mikado Magnetico,4.8,Other
14625,Stare! Junior Edition,5.39512,Childrens
14634,Homeworlds,7.59696,Abstract
14662,NE-spelet,5.625,Other
14683,Men of Iron,6.87017,War
14685,Angus: Batalhas Medievais,6.75941,War
14696,The Horse Race Game,5.16223,Other
14698,Keep Cool,6.352,Other
14701,The Price of Freedom: The American Civil War 1861-1865,6.37158,War
14705,Totally Gross,4.5382,Childrens
14708,Battle of the Sexes: IQ Test,3.27778,Other
14709,Gangs of Mega-City One,7.32143,Other
14715,Dueling Nobles,6.61087,Other
14736,Let's Kill!,5.33623,Other
14746,Twilight's Last Gleaming 2,6.01351,War
14758,Slammer,5.29063,Other
14762,Yankees & Rebels,7.61452,War
14765,Tuppi,7.22162,Other
14781,Drôles de Zèbres,6.30596,Other
14808,Marvel Heroes,6.37746,Thematic
14812,Camelot,5.30444,War
14814,Fields of Glory: Oudenarde & Malplaquet,7.03043,War
14860,Clash for a Continent:  Battles of the American Revolution and French & Indian War,7.21261,War
14881,Rebel Sabers: Civil War Cavalry Battles,7.23404,War
14897,Space Blast,5.62353,War
14935,Slow Freight,5.42188,Other
14940,Figure It,6.59077,Other
14951,Danmark-spillet,4.32121,Other
14953,Backpacker,5.63364,Other
14990,Troja,5.10345,Other
14991,Elementalis,4.70814,Other
14996,Ticket to Ride: Europe,7.5447,Family
15000,Word Basket,6.1035,Other
15009,Humm Bug,5.2825,Other
15020,Draw Out,5.07581,Other
15031,Jochen der Rochen,5.34381,Childrens
15045,Risk: Star Wars – The Clone Wars Edition,6.02117,Thematic
15046,Monopoly: Star Wars Saga Edition,5.43598,Family
15047,Trivial Pursuit: DVD – Star Wars Saga Edition,5.92103,Other
15049,Ulti,8.08627,Other
15062,Shadows over Camelot,7.11308,Thematic
15064,Pimp: The Backhanding,5.19409,Other
15066,Cat & Mouse,6.05113,Abstract
15069,Ekonos,6.80806,Other
15081,Retro: Tactical WWII Wargame Variant Rules,7.92222,War
15088,Storm over Port Arthur,6.42424,War
15090,Scrabble Dice,5.29265,Other
15109,Tegn og gæt,5.51077,Other
15110,Partners,5.86247,Other
15112,Subbuteo Rugby,5.76842,Other
15121,Exago,5.58892,Abstract
15126,Advanced Squad Leader: Starter Kit #2,7.95728,War
15139,Rapidcroco,5.56866,Other
15153,The Flowers of the Forest,7.7598,War
15156,Coloretto Amazonas,5.77395,Family
15159,Coloretto,6.65244,Childrens
15163,Disney Magic Kingdom Game,5.67121,Childrens
15164,Rag'narok,6.15152,War
15167,King Arthur: The Card Game,6.1182,Family
15175,Spinning Wishes,3.7871,Childrens
15182,Destination London,4.76389,Other
15193,RAMbots,6.55294,Other
15195,Monopoly: X-Men,5.28571,Other
15196,Flunkern,5.74031,Other
15209,Linja,6.54158,Abstract
15211,Poland '39: The Nightmare Begins,6.42867,War
15212,Berlin '45: The Nightmare Ends,6.46918,War
15214,The McDonald's Game,6.15244,Other
15235,Legends of the Old West,7.29351,Other
15236,M.I.G. (Mobile Intelligence Games),5.36,Other
15238,International Cricket,8.33958,Other
15261,"Trump, Tricks, Game!",6.47424,Family
15265,Hopp Galopp,5.65625,Other
15267,Des chiffres et des lettres,5.95731,Other
15268,Trivial Pursuit: Book Lover's Edition,4.46752,Other
15269,The Headlines Game,6.79024,Other
15271,Contrario,6.10519,Party
15274,La Bataille de la Moscowa,7.80625,War
15275,Prelude to Disaster: The Soviet Spring Offensive,6.93684,War
15278,Law & Order Game,2.41475,Other
15284,Scavengers Gold,5.21212,Other
15290,R-Eco,6.61225,Family
15311,Halli Galli Extreme,5.72056,Other
15318,Palazzo,6.54138,Strategy
15334,Sag's mit Symbolen,5.96098,Other
15354,Race Around Britain!,4.63333,Other
15364,Vegas Showdown,7.16859,Strategy
15369,The Devil's Cauldron: The Battles for Arnhem and Nijmegen,8.25088,War
15372,Guesstimation,5.44169,Other
15380,The Game of CHIPS,4.88965,Other
15383,Pass the Bomb Junior,6.13056,Childrens
15386,Eye to Eye,6.41556,Other
15391,"Death in the Trenches: The Great War, 1914-1918",6.7451,War
15393,Jacks,3.76625,Childrens
15396,Linkity,5.41818,Other
15399,Kharkov 1943: le coup de maître de Von Manstein,7.22903,War
15407,TATATA!,5.95078,Other
15410,Walk the Dogs,6.15238,Family
15412,Tunebaya,5.6125,Other
15427,The Worst-Case Scenario Survival Card Game: Travel Edition,3.58095,Other
15430,Marignan 1515,6.55263,War
15431,Trivial Pursuit: Globetrotter,5.59107,Other
15432,Pour Dieu et pour le Roy,7.10811,War
15435,Starship Troopers Miniatures Game,6.88042,War
15455,Värsta Språket,4.9,Other
15462,Get Nifty,4.71875,Other
15471,Kokkelimonke Jubileum,6.33226,Other
15474,Zombiaki,6.15011,Thematic
15483,Middle East Battles: Suez '56,6.13588,War
15490,Geni,4.65116,Other
15497,Millionær,4.68632,Other
15505,The Last Straw,4.99386,Childrens
15509,Scene It? Movie Deluxe,5.66248,Other
15510,Tower of Babel,6.62227,Strategy
15512,Diamant,6.82644,Family
15520,Kids On Stage,5.57333,Childrens
15527,Jorden runt på 80 dagar,5.62632,Other
15542,Orangino,4.94681,Other
15548,Trivial Pursuit: DVD – The Lord Of The Rings Trilogy Edition,5.86365,Other
15559,Quak,5.60577,Other
15563,Double Sens,5.26143,Other
15599,Jumbolino,4.13095,Childrens
15600,Kreta,6.90629,Strategy
15613,Scruples: Millennium Edition,5.73875,Other
15614,Fantasi,5.82143,Other
15624,Gangster,5.70845,Other
15635,Busungar,4.01562,Childrens
15654,Blizzard of '77 Travel Game,5.57647,Childrens
15676,Terrace 6x6,6.69355,Abstract
15678,Hoyle's Games,6.49225,Abstract
15683,War For the Motherland,7.04714,War
15712,Egyptian Ratscrew,5.59932,Family
15721,N-Tropy,5.76015,Other
15722,Belote,6.61692,Abstract
15731,The Game of Life: Card Game,5.76326,Family
15738,MidEvil,5.51258,Thematic
15743,Agentenjagd,4.03355,Other
15791,Alerta Roja,5.2137,Other
15804,Hidden Conflict,4.34453,Other
15806,Knowing Me Knowing You,5.26228,Other
15817,Manila,6.98504,Family
15818,Pickomino,6.56408,Family
15819,Snifty Snakes,5.37941,Other
15826,Triumph of Chaos,7.58606,War
15827,"Blitzkrieg Commander: Fast-Play Tabletop Wargame Rules for Combined-Arms Operations, 1936-45",7.44513,War
15828,"Schnapp, Land, Fluss!",5.375,Other
15830,Scene It? Disney,5.55438,Other
15832,Cheat,5.16036,Family
15839,Bonaparte at Marengo,7.39349,War
15845,Fantomen,4.72297,Other
15852,Electro,4.00091,Other
15855,Reisen,4.19048,Other
15863,Impact,4.38409,Other
15877,Abbeville 1940,5.67188,War
15878,Rummy,5.7991,Family
15880,The Hollywood! Card Game,5.52349,Family
15889,Scopa,6.58389,Family
15911,San Ta Si,6.21564,Abstract
15954,Conquest of Paradise,6.94966,Strategy
15957,Final Fantasy VIII: Triple Triad,7.55357,Other
15958,Sphinx,5.79787,Other
15985,Blood Bowl: Living Rulebook,7.85206,Thematic
15987,Arkham Horror,7.25155,Thematic
15990,Storm Over Scandinavia,7.37778,War
15991,Jenga Casino,5.38684,Other
15999,1825 Unit 3,7.58129,Strategy
16000,1825 Unit 2,7.5149,Strategy
16003,Fraud Squad,4.10811,Other
16018,A Greek Tragedy: The Italian Invasion of Greece 1940-1941,6.20283,War
16030,Volley & Bayonet,7.52273,War
16052,Merlin,5.121,Abstract
16067,Star Wars: Electronic Galactic Battle,5.55772,Other
16085,Legends of Wrestling,7.86667,Other
16088,Calaboose,5.40408,Other
16105,Champions of the Galaxy,8.17121,Other
16110,Il Cucco,6.22354,Other
16112,Bamses honungs-jakt,4.26291,Other
16130,Trivial Pursuit Junior: Fourth Edition,5.18903,Childrens
16142,Geisterwäldchen,6.14225,Childrens
16144,Fruit Spy,5.79432,Family
16145,Mango Tango,5.35484,Other
16149,Up And Down,6.23691,Childrens
16158,Wangaratta,4.8,Other
16160,Junior Alias,5.31534,Childrens
16162,Target Arnhem: Across 6 Bridges,6.51342,War
16169,Gettysburg: High Tide of the Confederacy,7.35789,War
16177,König Salomons Schatzkammer,6.59649,Family
16184,Gracias,5.54994,Family
16185,Modern Battles: Four Contemporary Conflicts,6.69659,Other
16186,Modern Battles II: Four Contemporary Conflicts,6.64627,Other
16191,War II,5.58575,War
16197,Rivoli 1797,8.19508,War
16216,Carcassonne: The Discovery,6.48922,Family
16226,Gone Fishing!,5.35326,Family
16232,Flying Hats,4.64348,Childrens
16253,Montanara,5.56667,Other
16262,Race,4.83437,Other
16267,Trans Europa,6.64446,Family
16268,Miss Monster,6.32941,Other
16271,No Trumpets No Drums: The Vietnam War 1965-1975,6.54817,War
16272,Little Round Top,6.65429,War
16273,Race For Tunis,5.8075,War
16314,Party Scrabble,5.72791,Other
16323,Panzer Korps,7.04714,War
16325,Strike Them a Blow: 1864 North Anna River,7.47917,War
16332,The Battle of Tanga 1914,6.81778,War
16355,The Difference Between Women & Men,5.68916,Other
16362,Hula Hippos,6.11953,Childrens
16367,Pick A Dilly,5.2963,Other
16368,Wie Waldi,5.78333,Other
16369,Das Kleine Gespenst,6.0488,Childrens
16373,Techno Witches,6.14544,Family
16380,Mighty Morphin Power Rangers Game,4.40909,Childrens
16387,3D Tic Tac Toe,4.22225,Abstract
16389,Undercut,6.22344,Abstract
16395,Blokus Duo,6.83618,Abstract
16398,War,2.29913,Childrens
16415,Monstertorte,6.29216,Other
16428,Mr. Bucket,3.3766,Childrens
16432,Vinegar Joe's War: CBI,6.75349,War
16435,General Quarters,7.27848,War
16439,Loot,6.20356,Other
16440,The Alley Cats Game,5.43333,Childrens
16443,Dungeoneer: Dragons of the Forsaken Desert,6.30014,Thematic
16444,The Battle of the Bulge,6.15456,War
16450,Epées de France,7.53,War
16455,Montebello 1800,7.70946,War
16456,Canope 1801,7.40556,War
16457,Dürrenstein & Schöngraben 1805,7.57353,War
16461,POG The Game,4.30574,Other
16466,Across the Pacific,8.11458,War
16471,Great Medieval Battles Bannockburn and Angora,6.56286,War
16474,"Geißlein, versteck dich!",5.8525,Childrens
16496,Roma,6.76286,Strategy
16498,Inka,5.36975,Abstract
16499,Architekton,5.55032,Strategy
16500,Highland Clans,5.56267,Family
16530,The Apprentice Game,3.97381,Other
16562,Pie Face,4.32609,Childrens
16608,Jewels in the Attic,6.94737,Childrens
16617,"The Wilderness Campaign: Lee vs. Grant, 1864",6.8,War
16620,Domination,5.00349,Abstract
16632,GOPS,5.55556,Other
16649,Prickly Pile-Up,5.57174,Other
16673,Over the Top: Command Decision Series Game,7.08824,War
16674,Advanced Tobruk System Basic Game 1a: Screaming Eagles,7.00077,War
16699,Such & Such,5.55,Other
16719,Manhattan,6.49197,Other
16723,Crystal Maze,4.71273,Other
16727,Play on Wordz,5.75221,Other
16741,System 7 Napoleonics,6.4375,War
16746,Evolution,5.51757,Other
16760,Richthofen,5.895,Other
16772,Mall of Horror,6.63305,Thematic
16792,Second World War at Sea: Strike South,7.07368,War
16793,Second World War at Sea: Leyte Gulf,7.06607,War
16802,Mastermind Challenge,5.75115,Abstract
16804,Eastern Front: A Panzer Grenadier Game,7.0343,War
16805,Road to Berlin: Platoon Level Combat in World War II – A Panzer Grenadier Game,7.41293,War
16807,Swipe,4.77166,Other
16809,Suds,5.25625,Other
16826,Barbarossa Solitaire,6.21935,War
16829,"La Bataille de l'Ebre, 1938",7.11246,War
16830,Over the Top! Lemberg 1914 & Verdun 1916,6.07907,War
16860,Kaboodl,5.07935,Other
16873,Dividends,5.40409,Other
16874,Vince Lombardi's Game,7.32533,Other
16875,Darter,6.65526,Abstract
16914,Shrieks & Creaks,5.94479,Other
16933,Super Munchkin,5.86861,Thematic
16957,The von Reisswitz Kriegsspiel: The Prussian Army Wargame,8.23529,War
16970,Fanhunter Batallitas,6.22286,War
16972,"Alexandria, 1801",7.38679,War
16973,Genial daneben: Das Spiel,3.96774,Other
16985,Gelb gewinnt!,4.8678,Other
16987,Diggity Dog,4.95943,Childrens
16991,Khet: The Laser Game,6.51479,Abstract
17003,Snap,3.43597,Childrens
17005,Bonaparte: the Napoleonic Campaigns,5.43182,War
17008,Award Show,4.14658,Other
